cnpj;dt_abertura;matriz_empresa;cod_cnae_principal;dsc_cnae_principal;dsc_ramo_atividade;dsc_setor;end_cep;end_municipio;end_uf;end_regiao;end_mesorregiao;situacao_cadastral;dt_carga
40911045000132;2021-02-19;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;29163241;SERRA;ES;SUDESTE;CENTRAL ESPIRITO SANTENSE;"ATIVA";04/06/2023
40911726000109;2021-02-19;true;4722901;COMERCIO VAREJISTA DE CARNES ACOUGUES;VAREJO;COMERCIO;55660000;BEZERROS;PE;NORDESTE;AGRESTE PERNAMBUCANO;"ATIVA";04/06/2023
40914891000106;2021-02-19;true;5590699;OUTROS ALOJAMENTOS NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;45500000;IBIRAPITANGA;BA;NORDESTE;SUL BAIANO;"ATIVA";04/06/2023
40915228000126;2020-12-15;true;6911701;SERVICOS ADVOCATICIOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;64868000;BAIXA GRANDE DO RIBEIRO;PI;NORDESTE;SUDOESTE PIAUIENSE;"ATIVA";04/06/2023
40919570000102;2021-02-19;true;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;96610000;ENCRUZILHADA DO SUL;RS;SUL;SUDESTE RIO GRANDENSE;"ATIVA";04/06/2023
40920740000160;2021-02-08;true;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;64500000;OEIRAS;PI;NORDESTE;SUDESTE PIAUIENSE;"ATIVA";04/06/2023
40930509000158;2021-02-22;true;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;30180091;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
40931469000169;2021-02-22;true;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;75903464;RIO VERDE;GO;CENTRO-OESTE;SUL GOIANO;"ATIVA";04/06/2023
40931542000100;2021-02-22;true;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;25905860;MAGE;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
40932137000107;2021-02-22;true;4761003;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;VAREJO;COMERCIO;31060180;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
40936821000159;2021-02-22;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;88040300;FLORIANOPOLIS;SC;SUL;GRANDE FLORIANOPOLIS;"ATIVA";04/06/2023
40936921000185;2021-02-22;true;1412602;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;25716021;PETROPOLIS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
40940663000100;2021-02-22;true;4772500;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;77818530;ARAGUAINA;TO;NORTE;OCIDENTAL DO TOCANTINS;"ATIVA";04/06/2023
40947472000170;2021-02-22;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;85555000;PALMAS;PR;SUL;CENTRO SUL PARANAENSE;"ATIVA";04/06/2023
40949742000182;2021-02-23;true;163600;ATIVIDADES DE POS COLHEITA;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;75800095;JATAI;GO;CENTRO-OESTE;SUL GOIANO;"ATIVA";04/06/2023
40950938000197;2021-02-23;true;7111100;SERVICOS DE ARQUITETURA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;56870000;TRIUNFO;PE;NORDESTE;SERTAO PERNAMBUCANO;"ATIVA";04/06/2023
40951251000176;2021-02-23;true;9700500;SERVICOS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;83535000;CAMPO MAGRO;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
40954512000101;2021-02-23;true;1412603;FACCAO DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;60731802;FORTALEZA;CE;NORDESTE;METROPOLITANA DE FORTALEZA;"ATIVA";04/06/2023
40955976000132;2021-02-17;true;6470101;FUNDOS DE INVESTIMENTO EXCETO PREVIDENCIARIOS E IMOBILIARIOS;BENS DE CAPITAL;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
40965398000115;2021-02-23;true;4321500;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;35054140;GOVERNADOR VALADARES;MG;SUDESTE;VALE DO RIO DOCE;"ATIVA";04/06/2023
40966003000107;2021-02-23;true;4723700;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;35500337;DIVINOPOLIS;MG;SUDESTE;OESTE DE MINAS;"ATIVA";04/06/2023
40968493000172;2021-02-24;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;22723426;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
40975312000135;2021-02-24;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;32405507;IBIRITE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
40975402000126;2021-02-24;true;2219600;FABRICACAO DE ARTEFATOS DE BORRACHA NAO ESPECIFICADOS ANTERIORMENTE;QUIMICA-PETROQUIMICA;INDUSTRIA;25615412;PETROPOLIS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
40975867000187;2021-02-24;true;4321500;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;38140000;PRATA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;"ATIVA";04/06/2023
40977950000195;2021-02-24;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;31170270;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
40980811000110;2021-02-24;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;35700014;SETE LAGOAS;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
40985414000131;2021-02-24;true;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;13101011;CAMPINAS;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
40986014000140;2021-02-24;true;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;85868140;FOZ DO IGUACU;PR;SUL;OESTE PARANAENSE;"ATIVA";04/06/2023
40988051000198;2021-02-25;true;3101200;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;BENS DE CONSUMO;INDUSTRIA;72275260;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;"ATIVA";04/06/2023
40990993000100;2021-02-25;true;5229099;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;75807510;JATAI;GO;CENTRO-OESTE;SUL GOIANO;"ATIVA";04/06/2023
40994784000135;2021-02-25;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;24457420;SAO GONCALO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
40996132000130;2021-02-25;true;9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;22260000;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
40996410000159;2021-02-25;true;9700500;SERVICOS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;86380000;ANDIRA;PR;SUL;NORTE PIONEIRO PARANAENSE;"ATIVA";04/06/2023
40997309000112;2021-02-25;true;6421200;BANCOS COMERCIAIS;BENS DE CAPITAL;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
40997387000117;2021-02-02;true;9412099;OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS;SERVICOS DIVERSOS;SERVICOS;65078300;SAO LUIS;MA;NORDESTE;NORTE MARANHENSE;"ATIVA";04/06/2023
41002796000107;2021-02-25;true;4930201;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;22783118;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41004233000140;2021-02-25;true;4763603;COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS PECAS E ACESSORIOS DISPENSADA;VAREJO;COMERCIO;45530000;ITACARE;BA;NORDESTE;SUL BAIANO;"ATIVA";04/06/2023
41007486000177;2021-01-21;true;6911701;SERVICOS ADVOCATICIOS DISPENSADA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;60150060;FORTALEZA;CE;NORDESTE;METROPOLITANA DE FORTALEZA;"ATIVA";04/06/2023
41013174000176;2021-02-26;true;8712300;ATIVIDADES DE FORNECIMENTO DE INFRA ESTRUTURA DE APOIO E ASSISTENCIA A PACIENTE NO DOMICILIO;SERVICOS DE SAUDE;SERVICOS;99999999;ITAPEVI;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41016219000166;2021-02-26;true;4744006;COMERCIO VAREJISTA DE PEDRAS PARA REVESTIMENTO DISPENSADA;VAREJO;COMERCIO;98025500;CRUZ ALTA;RS;SUL;NOROESTE RIO GRANDENSE;"ATIVA";04/06/2023
41017202000123;2021-02-26;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;80620330;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
41022404000163;2021-02-27;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;58075510;JOAO PESSOA;PB;NORDESTE;MATA PARAIBANA;"ATIVA";04/06/2023
41022651000160;2021-02-27;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;58665000;TENORIO;PB;NORDESTE;BORBOREMA;"ATIVA";04/06/2023
41025394000110;2021-02-27;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41026986000156;2021-02-28;true;4930201;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;27335410;BARRA MANSA;RJ;SUDESTE;SUL FLUMINENSE;"ATIVA";04/06/2023
41031420000112;2021-02-26;true;6462000;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;80730201;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
41034045000164;2021-03-01;true;134200;CULTIVO DE CAFE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;37170000;BOA ESPERANCA;MG;SUDESTE;SUL SUDOESTE DE MINAS;"ATIVA";04/06/2023
41035639000190;2021-03-01;true;1731100;FABRICACAO DE EMBALAGENS DE PAPEL;PAPEL E CELULOSE;INDUSTRIA;28915070;CABO FRIO;RJ;SUDESTE;BAIXADAS;"ATIVA";04/06/2023
41042690000129;2021-03-01;true;4723700;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;35700145;SETE LAGOAS;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
41044352000126;2021-03-01;true;8130300;ATIVIDADES PAISAGISTICAS;SERVICOS ADMINISTRATIVOS;SERVICOS;41740690;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;"ATIVA";04/06/2023
41044480000170;2021-03-01;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41045541000113;2021-03-01;true;4724500;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;VAREJO;COMERCIO;45651310;ILHEUS;BA;NORDESTE;SUL BAIANO;"ATIVA";04/06/2023
41046206000130;2021-03-01;true;4721102;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;VAREJO;COMERCIO;68780000;VIGIA;PA;NORTE;NORDESTE PARAENSE;"ATIVA";04/06/2023
41046241000159;2021-03-01;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;79091832;CAMPO GRANDE;MS;CENTRO-OESTE;CENTRO NORTE DE MATO GROSSO DO SUL;"ATIVA";04/06/2023
41046726000142;2021-03-01;true;9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;22745005;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41048699000147;2021-03-02;true;9313100;ATIVIDADES DE CONDICIONAMENTO FISICO;SERVICOS DIVERSOS;SERVICOS;95560000;TORRES;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
41049137000118;2021-03-02;true;4743100;COMERCIO VAREJISTA DE VIDROS;VAREJO;COMERCIO;85604200;FRANCISCO BELTRAO;PR;SUL;SUDOESTE PARANAENSE;"ATIVA";04/06/2023
41050163000166;2021-03-02;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;44046200;FEIRA DE SANTANA;BA;NORDESTE;CENTRO NORTE BAIANO;"ATIVA";04/06/2023
41055606000101;2021-03-02;true;4721103;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;VAREJO;COMERCIO;29600000;AFONSO CLAUDIO;ES;SUDESTE;CENTRAL ESPIRITO SANTENSE;"ATIVA";04/06/2023
41056089000195;2021-03-02;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;18103055;SOROCABA;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;"ATIVA";04/06/2023
41057643000159;2021-03-02;true;4649408;COMERCIO ATACADISTA DE PRODUTOS DE HIGIENE LIMPEZA E CONSERVACAO DOMICILIAR;ATACADO;COMERCIO;36402013;CONSELHEIRO LAFAIETE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
41063146000163;2021-03-02;true;6209100;SUPORTE TECNICO MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;INDUSTRIA DIGITAL;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41064170000117;2021-03-02;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;68515000;PARAUAPEBAS;PA;NORTE;SUDESTE PARAENSE;"ATIVA";04/06/2023
41071505000124;2021-03-03;true;4723700;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;29178630;SERRA;ES;SUDESTE;CENTRAL ESPIRITO SANTENSE;"ATIVA";04/06/2023
41073253000172;2021-03-03;true;4753900;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;VAREJO;COMERCIO;13607064;ARARAS;SP;SUDESTE;PIRACICABA;"ATIVA";04/06/2023
41073827000102;2021-03-03;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;13023020;CAMPINAS;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
41075338000190;2021-03-03;true;4321500;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;32371180;CONTAGEM;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
41081365000256;2016-10-11;false;6920601;ATIVIDADES DE CONTABILIDADE;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;55665000;CAMOCIM DE SAO FELIX;PE;NORDESTE;AGRESTE PERNAMBUCANO;"ATIVA";04/06/2023
41082722000110;2021-03-03;true;4520001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;98010160;CRUZ ALTA;RS;SUL;NOROESTE RIO GRANDENSE;"ATIVA";04/06/2023
41085271000174;2021-03-03;true;7020400;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;60192105;FORTALEZA;CE;NORDESTE;METROPOLITANA DE FORTALEZA;"ATIVA";04/06/2023
41087304000115;2021-03-04;true;6190601;PROVEDORES DE ACESSO AS REDES DE COMUNICACOES;TELECOM;SERVICOS;22775024;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41089050000174;2021-03-04;true;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;66093677;BELEM;PA;NORTE;METROPOLITANA DE BELEM;"ATIVA";04/06/2023
41096459000118;2021-03-04;true;4322302;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO DE VENTILACAO E REFRIGERACAO;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;28300000;ITAPERUNA;RJ;SUDESTE;NOROESTE FLUMINENSE;"ATIVA";04/06/2023
41097200000191;2021-03-04;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;22753053;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41097612000121;2021-03-04;true;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;78675000;RIBEIRAO CASCALHEIRA;MT;CENTRO-OESTE;NORDESTE MATO GROSSENSE;"ATIVA";04/06/2023
41098835000103;2021-03-04;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;37503165;ITAJUBA;MG;SUDESTE;SUL SUDOESTE DE MINAS;"ATIVA";04/06/2023
41100773000127;2021-03-04;true;5320201;SERVICOS DE MALOTE NAO REALIZADOS PELO CORREIO NACIONAL;TRANSPORTE;SERVICOS;23943545;ANGRA DOS REIS;RJ;SUDESTE;SUL FLUMINENSE;"ATIVA";04/06/2023
41100911000178;2021-03-04;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;38410496;UBERLANDIA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;"ATIVA";04/06/2023
41101931000163;2021-03-04;true;4789005;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS;VAREJO;COMERCIO;78550338;SINOP;MT;CENTRO-OESTE;NORTE MATO GROSSENSE;"ATIVA";04/06/2023
41103042000135;2021-03-05;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;91550248;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
41105696000106;2021-03-05;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;98170000;TUPANCIRETA;RS;SUL;CENTRO OCIDENTAL RIO GRANDENSE;"ATIVA";04/06/2023
41115094000121;2021-03-05;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;37560243;POUSO ALEGRE;MG;SUDESTE;SUL SUDOESTE DE MINAS;"ATIVA";04/06/2023
41115508000112;2021-03-05;true;2512800;FABRICACAO DE ESQUADRIAS DE METAL;SIDERURGICA-METALURGIA;INDUSTRIA;88790000;LAGUNA;SC;SUL;SUL CATARINENSE;"ATIVA";04/06/2023
41118383000184;2021-03-06;true;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;85027310;GUARAPUAVA;PR;SUL;CENTRO SUL PARANAENSE;"ATIVA";04/06/2023
41119816000116;2021-03-06;true;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;13876162;SAO JOAO DA BOA VISTA;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
41120575000125;2021-03-06;true;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;59115574;NATAL;RN;NORDESTE;LESTE POTIGUAR;"ATIVA";04/06/2023
41121689000190;2021-03-07;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;95580000;TRES CACHOEIRAS;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
41124998000113;2021-03-08;true;2542000;FABRICACAO DE ARTIGOS DE SERRALHERIA EXCETO ESQUADRIAS;SIDERURGICA-METALURGIA;INDUSTRIA;12951095;ATIBAIA;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;"ATIVA";04/06/2023
41125585000153;2021-03-08;true;3299099;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;DIVERSOS;INDUSTRIA;27520115;RESENDE;RJ;SUDESTE;SUL FLUMINENSE;"ATIVA";04/06/2023
41129695000193;2021-03-08;true;5912099;ATIVIDADES DE POS PRODUCAO CINEMATOGRAFICA DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;TELECOM;SERVICOS;35045000;GOVERNADOR VALADARES;MG;SUDESTE;VALE DO RIO DOCE;"ATIVA";04/06/2023
41130348000180;2021-03-08;true;4721103;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;VAREJO;COMERCIO;72302051;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;"ATIVA";04/06/2023
41131296000167;2021-03-08;true;4789005;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS;VAREJO;COMERCIO;24456530;SAO GONCALO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41131596000146;2021-03-08;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;11601033;SAO SEBASTIAO;SP;SUDESTE;VALE DO PARAIBA PAULISTA;"ATIVA";04/06/2023
41136167000161;2021-03-08;true;4751201;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
41146657000149;2021-03-09;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;12460000;CAMPOS DO JORDAO;SP;SUDESTE;VALE DO PARAIBA PAULISTA;"ATIVA";04/06/2023
41158500000133;2021-03-10;true;7319002;PROMOCAO DE VENDAS DISPENSADA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;64001903;TERESINA;PI;NORDESTE;CENTRO NORTE PIAUIENSE;"ATIVA";04/06/2023
41168720000148;2021-03-10;true;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;VAREJO;COMERCIO;23097395;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41172686000185;2021-03-11;true;9512600;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;23055001;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
41174434000195;1992-09-29;true;1091102;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;INDUSTRIA;57800000;UNIAO DOS PALMARES;AL;NORDESTE;LESTE ALAGOANO;"ATIVA";04/06/2023
41179339000184;2021-03-11;true;1422300;FABRICACAO DE ARTIGOS DO VESTUARIO PRODUZIDOS EM MALHARIAS E TRICOTAGENS EXCETO MEIAS;BENS DE CONSUMO;INDUSTRIA;76382182;GOIANESIA;GO;CENTRO-OESTE;CENTRO GOIANO;"ATIVA";04/06/2023
41181289000170;2021-03-11;true;8630504;ATIVIDADE ODONTOLOGICA;SERVICOS DE SAUDE;SERVICOS;64600096;PICOS;PI;NORDESTE;SUDESTE PIAUIENSE;"ATIVA";04/06/2023
41185960000150;2021-03-11;true;2542000;FABRICACAO DE ARTIGOS DE SERRALHERIA EXCETO ESQUADRIAS;SIDERURGICA-METALURGIA;INDUSTRIA;19530000;CAIABU;SP;SUDESTE;PRESIDENTE PRUDENTE;"ATIVA";04/06/2023
41188154000136;2021-03-12;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;55570000;RIO FORMOSO;PE;NORDESTE;MATA PERNAMBUCANA;"ATIVA";04/06/2023
